Var1,Freq,names.mytab.
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS,Specific programs:",2,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Specific programs:",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Specific programs:"
"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Non-profit,Range of programming",1,"Quality of the news,Publicly funded,Non-profit,Range of programming"
"Quality of the news,Publicly funded,Non-profit,Range of programming,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Non-profit,Range of programming,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by advertisers",3,"Quality of the news,Publicly funded,Not influenced by advertisers"
"Quality of the news,Publicly funded,Not influenced by advertisers,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Not influenced by advertisers,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Other:,Not sure",1,"Quality of the news,Publicly funded,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Other:,Not sure"
"Quality of the news,Publicly funded,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS,Specific programs:",1,"Quality of the news,Publicly funded,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS,Specific programs:"
"Quality of the news,Publicly funded,Not influenced by advertisers,Local affiliates",2,"Quality of the news,Publicly funded,Not influenced by advertisers,Local affiliates"
"Quality of the news,Publicly funded,Not influenced by advertisers,Local affiliates,Range of programming",1,"Quality of the news,Publicly funded,Not influenced by advertisers,Local affiliates,Range of programming"
"Quality of the news,Publicly funded,Not influenced by advertisers,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Not influenced by advertisers,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by government",4,"Quality of the news,Publicly funded,Not influenced by government"
"Quality of the news,Publicly funded,Not influenced by government,Accessibility to PBS",2,"Quality of the news,Publicly funded,Not influenced by government,Accessibility to PBS"
"Quality of the news,Publicly funded,Not influenced by government,Children’s programming",1,"Quality of the news,Publicly funded,Not influenced by government,Children’s programming"
"Quality of the news,Publicly funded,Not influenced by government,Children’s programming,Accessibility to PBS",2,"Quality of the news,Publicly funded,Not influenced by government,Children’s programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by government,Local affiliates",1,"Quality of the news,Publicly funded,Not influenced by government,Local affiliates"
"Quality of the news,Publicly funded,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS"
"Quality of the news,Publicly funded,Not influenced by government,Local affiliates,Range of programming,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Local affiliates,Range of programming,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers",3,"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers"
"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Accessibility to PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Accessibility to PBS"
"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:",1,"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS,Specific programs:"
"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS"
"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates",1,"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates"
"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS",1,"Quality of the news,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS"
